user_id;song_id;num_clicks;ml;g;f;mod;artists
28487;50622;90;362.2971728216416;Folktronica;0;2023-07-14;4053
37019;50666;36;148.70585176995797;Electronic;0;2023-08-05;1131
37008;70413;57;220.90201625034425;Math Rock;0;2023-09-18;6562
30286;50604;36;148.27279229406503;Rock;0;2023-06-09;5676
31198;21039;81;337.29975384978763;Pop;0;2023-01-06;6756
28922;93543;25;87.76457527158615;Rock;1;2023-05-05;2642
32534;96347;41;178.51336677018094;Rock;0;2023-03-11;2009
28970;14326;15;61.00228292840513;Electronic;1;2023-01-23;8953
30370;35893;21;86.56454464196376;Hip-Hop;0;2023-07-25;2135
29862;1754;22;92.76524237452163;Rock;0;2023-10-20;9341
30829;95068;46;182.74167992711483;Space Rock;0;2023-05-15;5542
35330;17997;66;258.50603348116573;Electronic;0;2023-07-06;8398
35706;68812;2;8.119906414756388;Electronic;0;2023-07-10;5605
31201;74284;11;50.070615699187734;Rock;0;2023-10-11;692
27882;45212;22;87.55750111758957;Rock;0;2023-10-14;3137
32191;62821;10;38.718560926492074;Hip-Hop;0;2023-01-08;9726
33595;825;51;217.68951390471662;Hip-Hop;0;2023-11-18;5910
33595;13881;49;175.54759993471393;Rock;1;2023-02-13;6352
35648;66618;56;222.77571912784177;Pop;0;2023-11-02;2861
29226;11518;63;243.98847313212374;Rock;1;2023-06-09;2924
27403;21684;45;185.6600205048724;Hip-Hop;0;2023-07-29;7393
35251;16877;28;112.7628724839725;Pop;0;2023-04-06;6302
27654;56355;69;260.817274278427;Hip-Hop;1;2023-10-29;1835
33225;73803;45;185.82434873225023;Pop;0;2023-06-25;9480
36211;76720;15;57.53816398026556;Pop;0;2023-06-01;2762
29991;86603;97;387.080369696522;Pop;1;2023-07-18;935
35538;78414;50;195.7285708563597;Electronic;0;2023-07-08;4580
31989;9983;10;41.62915778096847;Hip-Hop;1;2023-01-22;1256
32778;74505;10;39.08233014253421;Math Rock;0;2023-11-28;4790
29553;26599;62;209.66985888313212;Rock;0;2023-05-20;2174
33959;14640;52;196.40157408091264;Rock;1;2023-03-30;6986
32823;70211;88;353.11190910749394;Chiptune;0;2023-08-15;1998
34315;69853;57;220.48046706577207;Hip-Hop;0;2023-09-03;7150
34091;9696;18;76.2918459628285;Rock;0;2023-07-23;8146
37008;48583;31;117.67075753383428;Hip-Hop;0;2023-11-16;6766
32745;31095;49;201.65170781305483;Hip-Hop;0;2023-10-17;1805
30379;60636;71;295.4723977371991;Hip-Hop;1;2023-10-07;6049
28334;22188;54;217.9025037923372;Pop;1;2023-10-16;3527
32953;1215;75;306.1351463678812;Rock;0;2023-03-10;8321
28922;23941;40;158.92141116630717;Hip-Hop;1;2023-05-10;9151
31363;44407;98;397.40034076737237;Hip-Hop;0;2023-08-17;1468
28037;91222;69;269.2921784125813;Pop;0;2023-05-01;6533
36602;43482;20;80.90521723378245;Pop;1;2023-03-06;9562
33029;15978;25;98.56100958460173;Electronic;0;2023-10-07;4392
33217;44840;0;0.0;Electronic;0;2023-03-21;9146
31580;57875;80;309.35892689605197;Pop;0;2023-04-24;5859
28476;58415;98;387.74820856381933;Witch House;1;2023-06-05;8317
27460;25539;26;111.84559045678789;Hip-Hop;0;2023-03-03;3223
30524;56242;49;193.63462127736474;Hip-Hop;0;2023-11-09;1248
33217;73502;65;272.2201028862459;Hip-Hop;0;2023-11-23;3699
27471;75134;99;406.37196122464644;Rock;1;2023-07-23;2367
32390;60482;64;259.1609931015147;Hip-Hop;1;2023-11-13;2339
31435;27741;9;36.51459649326756;Hip-Hop;0;2023-08-03;6373
35545;63329;94;376.39593023627947;Electronic;0;2023-04-30;6875
32383;72106;36;139.80931974001055;Electronic;1;2023-01-03;9370
27471;50644;68;295.36567429712596;Hip-Hop;0;2023-08-26;6452
30764;11882;40;168.46375293838108;Pop;0;2023-02-04;5564
31558;36997;45;180.38789648740237;Pop;0;2023-04-12;364
34054;32178;76;305.0504922811263;Electronic;0;2023-07-16;4070
30219;37178;44;180.9796309872131;Hip-Hop;1;2023-11-02;1656
33304;66127;87;329.58932310957414;Zeuhl;1;2023-10-22;6820
34422;56532;26;99.92953777517872;Pop;0;2023-08-19;9427
36639;26120;64;231.9761448314812;Pop;0;2023-05-21;8465
35538;27916;83;328.4888564083931;Pop;1;2023-09-18;7372
34954;2709;7;29.668136718751658;Rock;0;2023-10-18;3433
30272;38750;66;260.2773836910791;Pop;0;2023-06-27;5795
32823;44990;48;213.03148866722086;Hip-Hop;0;2023-05-06;355
32059;22107;95;371.72330409435045;Rock;0;2023-04-05;563
31154;17132;88;355.1325349702199;Witch House;1;2023-03-31;2336
33302;46554;88;347.10159755746645;Zeuhl;0;2023-06-17;5331
32745;58145;13;46.17860562992474;Rock;0;2023-03-26;6374
32191;6554;61;240.6417923143543;Electronic;0;2023-03-31;6741
31504;17882;42;160.93361574678428;Rock;0;2023-10-24;6196
29327;1380;26;105.21984414851612;Pop;0;2023-06-03;6308
35134;90792;95;404.240624337693;Pop;0;2023-07-15;5284
32183;69307;26;102.16524993591962;Pop;1;2023-11-30;4436
36073;19727;67;272.9763541666436;Electronic;1;2023-03-10;5205
33994;9089;74;292.841891252716;Rock;0;2023-10-26;5426
33595;34315;47;196.43582016811717;Math Rock;0;2023-10-13;5226
31750;55042;66;294.1043863182779;Doom Metal;1;2023-11-20;7878
34595;16351;24;103.12782603070204;Rock;0;2023-07-15;8948
37330;99600;63;244.23518407550742;Rock;0;2023-05-05;5567
34457;81398;23;98.35262914883461;Rock;0;2023-05-26;6591
31236;79510;8;32.48036454732961;Hip-Hop;0;2023-06-28;7033
31977;17770;7;29.724477343127866;Pop;0;2023-08-19;5468
31939;47250;94;356.7050592104791;Pop;0;2023-07-29;3418
32085;82863;58;230.97151256589083;Electronic;0;2023-03-16;8120
27814;46366;16;64.5716701445847;Chiptune;0;2023-11-27;8196
28939;50186;42;167.54711159255112;Rock;0;2023-10-30;6489
32953;2787;94;381.44911017165606;Hip-Hop;0;2023-08-16;8852
33881;1621;67;266.52724247532126;Rock;1;2023-11-08;1764
29014;36304;3;11.786145839047737;Electronic;0;2023-01-11;3130
34332;19590;7;27.359725668028496;Hip-Hop;0;2023-07-31;3528
28511;2883;41;157.2866348790822;Math Rock;0;2023-08-10;119
28316;62249;48;194.9599960927551;Post-Metal;0;2023-05-17;8250
36699;49323;5;19.85748719021892;Hip-Hop;1;2023-07-21;1649
36775;24525;72;280.23053340364106;Electroswing;0;2023-07-29;3955
27460;9746;41;151.71002735631865;Pop;0;2023-11-11;2980
33159;15862;71;291.6472132637561;Hip-Hop;0;2023-02-10;3897
32911;91708;31;128.1891367167343;Hip-Hop;0;2023-09-08;9225
31476;91736;14;53.37466510399319;Hip-Hop;0;2023-10-27;3251
30701;54262;81;325.66903735662777;Rock;1;2023-08-19;2496
35811;2838;86;334.6235451332614;Electronic;0;2023-09-07;3552
28679;74136;68;281.76866245050326;Hip-Hop;0;2023-07-03;3857
31731;81448;26;101.42236347743011;Pop;1;2023-07-15;9124
31989;54381;96;374.563061588654;Post-Metal;0;2023-01-08;1741
28679;86090;65;261.70317864121745;Space Rock;0;2023-09-17;2998
30028;49832;58;227.12715800476917;Rock;1;2023-11-08;921
35316;89350;27;105.36157918775952;Rock;0;2023-04-13;7149
30959;38256;23;89.17222641252498;Electronic;1;2023-10-01;5531
29822;29521;50;195.57707254014042;Pop;0;2023-06-06;5812
29014;29542;20;78.50023527077728;Hip-Hop;1;2023-02-06;9026
27668;65773;30;120.07720861202301;Electronic;1;2023-07-17;4836
32137;27351;74;293.60306760132795;Hip-Hop;0;2023-01-19;1627
30286;44398;49;200.84680264231176;Zeuhl;1;2023-05-22;4001
30258;77086;91;343.00729151141724;Electronic;0;2023-09-24;8750
34261;63866;39;172.2957772075731;Folktronica;0;2023-03-24;4147
33397;55957;67;268.2967598041011;Electroswing;0;2023-05-13;3801
32319;27454;15;62.91393355298125;Pop;0;2023-08-31;499
37284;62346;75;307.24429295187474;Electronic;1;2023-05-24;9391
36329;12907;85;342.05149253037223;Hip-Hop;1;2023-05-10;3943
35491;14989;98;400.84324800183185;Pop;1;2023-01-03;4617
35473;27724;62;252.21141215841533;Rock;1;2023-09-22;2476
27851;33801;55;218.0673938401558;Hip-Hop;0;2023-11-24;5460
27483;39108;79;353.82109233738197;Hip-Hop;1;2023-08-27;7179
31633;27431;23;97.12781221797414;Chiptune;0;2023-09-24;2036
33026;32536;98;360.75287063108215;Hip-Hop;1;2023-07-26;3213
35271;68477;27;113.67492837772626;Hip-Hop;1;2023-04-17;5697
33954;87330;92;369.30299354071144;Electronic;0;2023-10-25;1238
33038;77799;84;363.4955332777135;Hip-Hop;0;2023-02-23;3454
32306;52285;88;346.2563110463943;Space Rock;1;2023-01-25;7987
33595;56233;30;105.98650538605752;Electroswing;0;2023-09-22;3566
32534;44421;14;55.01657437127946;Electronic;0;2023-11-27;7637
30052;37711;41;150.8629499364843;Hip-Hop;1;2023-01-04;9703
30042;72498;98;378.6577618930827;Electronic;0;2023-01-04;5679
33029;92036;49;190.40655050248526;Electronic;1;2023-11-17;4289
27874;40499;85;346.4206950339536;Electronic;1;2023-09-14;5062
36058;31284;4;16.203883613522784;Electronic;0;2023-06-03;3740
37008;66170;47;194.0164679872063;Electronic;1;2023-01-27;1260
34982;72359;12;49.33112516059785;Pop;0;2023-08-18;4284
33397;62458;31;136.03636221330225;Math Rock;1;2023-10-23;6839
36809;25969;66;264.02105236768386;Rock;0;2023-09-26;3155
32186;62509;78;320.0215319975095;Space Rock;1;2023-06-11;1365
28572;63221;90;375.9233520568997;Pop;0;2023-09-10;6636
32383;85367;90;348.37442634517294;Pop;0;2023-11-23;8850
30714;5739;29;108.66801316971899;Pop;1;2023-01-18;2295
32687;3099;5;20.368415087221226;Rock;0;2023-11-21;5386
27675;95425;24;94.08228780110616;Pop;1;2023-11-01;5588
29579;73634;27;112.2131654643197;Hip-Hop;1;2023-11-16;6749
32723;78673;61;252.95921724146868;Hip-Hop;0;2023-02-25;6597
35706;38245;21;88.15425618943192;Electronic;1;2023-11-10;4424
33017;8254;67;257.46953917121675;Pop;0;2023-03-06;4608
35006;54334;14;54.391565180145186;Electronic;0;2023-02-08;1879
36464;50970;25;100.5349284888309;Electronic;0;2023-02-23;475
30258;90745;62;245.79095803682574;Rock;0;2023-04-02;5933
32845;70424;17;69.55236518698577;Rock;0;2023-01-31;7992
35384;44412;72;307.58622539573844;Electronic;0;2023-01-21;6139
36776;75029;62;246.7633142636885;Electronic;0;2023-03-28;2052
35117;35422;61;227.462123437322;Hip-Hop;0;2023-11-05;4448
36413;1455;67;241.82303164134927;Zeuhl;1;2023-02-13;3415
32059;17523;47;175.85495410315423;Pop;0;2023-05-09;1670
36464;38576;49;183.01540116754154;Hip-Hop;0;2023-07-30;7665
36849;3193;62;256.27366375352426;Electronic;0;2023-02-14;4482
34982;55269;68;271.34791256478525;Witch House;0;2023-07-18;7356
27985;81312;5;20.074745918086847;Hip-Hop;1;2023-03-13;3543
28471;10403;57;236.22672464004663;Hip-Hop;1;2023-09-23;2143
30274;78611;50;213.62925232559792;Folktronica;0;2023-02-18;4887
27367;80782;11;43.571484904796115;Hip-Hop;0;2023-07-27;8373
31554;36528;94;389.9634483447186;Folktronica;1;2023-02-12;6734
34752;52182;46;187.24014546393556;Electronic;1;2023-01-19;4830
31494;91473;8;29.508239845557682;Pop;0;2023-02-28;7445
35545;27003;6;22.21881361564265;Pop;1;2023-09-21;5514
31731;81220;28;110.09703340725478;Rock;0;2023-08-07;8098
35538;12461;77;311.0324314446264;Pop;0;2023-08-09;9301
34871;30483;50;204.80581994279473;Hip-Hop;0;2023-06-12;5517
33692;16448;83;328.7185686994643;Shoegaze;1;2023-06-14;6181
33029;48229;54;197.68090381405892;Hip-Hop;1;2023-05-08;465
27470;83266;95;373.01118020833087;Electronic;0;2023-05-22;3744
29597;50127;58;210.68415275056438;Witch House;0;2023-01-28;2664
33916;20546;55;217.74855535053555;Pop;0;2023-08-20;4688
35189;55115;21;86.3540834177317;Rock;0;2023-10-18;4428
27456;93741;99;404.4913530776554;Pop;0;2023-08-08;4099
30370;75351;17;66.2923564777139;Rock;0;2023-10-27;3627
31435;57802;57;232.6114332009867;Electronic;0;2023-05-08;2480
34752;13891;39;147.26550187856805;Electronic;0;2023-08-09;2342
29668;52483;88;340.70364264480213;Electronic;0;2023-05-10;4427
32911;63398;30;110.0594486816257;Hip-Hop;0;2023-08-24;5898
32183;1741;55;214.1551719443787;Electronic;0;2023-02-16;6300
37060;30122;34;130.72783952931982;Hip-Hop;0;2023-01-26;2226
27654;11219;25;97.95569775129954;Rock;0;2023-08-11;9476
37065;71592;67;264.35872260898964;Hip-Hop;0;2023-04-10;9419
29596;88242;83;336.1394693705894;Hip-Hop;0;2023-02-19;583
32106;34723;33;119.040423154792;Post-Metal;1;2023-02-23;2624
33616;49432;75;287.10113176324484;Folktronica;0;2023-08-09;3742
28448;51544;15;62.9352395564615;Witch House;0;2023-02-19;9152
35438;42001;41;172.16415005839823;Pop;0;2023-11-18;363
34107;71976;4;16.04457157866508;Electronic;0;2023-07-31;4474
30114;30922;60;240.92708651740142;Space Rock;0;2023-05-24;9651
32778;99266;43;162.30565999656721;Electronic;0;2023-03-04;3349
33017;88748;34;133.46083395685673;Hip-Hop;1;2023-01-22;640
34802;30615;90;374.79803297004025;Electronic;0;2023-08-15;7823
29973;61190;0;0.0;Hip-Hop;0;2023-05-05;1790
30101;17602;97;390.8068472380706;Electronic;0;2023-03-20;1158
32095;93333;42;172.67800755695615;Electronic;1;2023-02-22;5495
30379;71544;31;124.2936596595294;Shoegaze;0;2023-02-01;7204
30934;20515;62;246.1546503265866;Electronic;1;2023-03-20;4063
27987;83313;32;126.98174179068386;Pop;0;2023-11-08;9580
34194;67613;94;385.410873365892;Folktronica;1;2023-06-26;4443
28552;90887;76;306.95783831210133;Rock;0;2023-11-18;6870
28032;16293;65;266.42820296578805;Rock;0;2023-01-18;7596
32630;31511;29;113.87232440374828;Hip-Hop;0;2023-09-17;331
29327;28001;9;35.422585494693095;Electronic;0;2023-08-13;3691
33026;30384;22;90.41521627472709;Electronic;1;2023-07-05;8058
33860;11786;96;366.8760122487888;Zeuhl;0;2023-02-19;7735
36551;40911;38;143.42196861691826;Pop;0;2023-02-01;3342
29613;39029;44;196.00084985641527;Hip-Hop;1;2023-08-03;5285
30114;24856;28;114.36718627868223;Rock;0;2023-07-15;792
33334;24282;29;114.57528111812537;Electronic;0;2023-02-03;8989
33334;4842;33;127.4154268318396;Rock;0;2023-04-09;3059
28922;97205;51;194.62727810157372;Doom Metal;1;2023-10-31;3380
30776;60156;80;319.2294941297002;Witch House;1;2023-02-11;7448
35294;26919;21;83.59932616353177;Rock;1;2023-04-10;3801
28220;56314;4;16.351016056829668;Electronic;1;2023-06-19;5945
35189;17444;10;37.40156805163981;Hip-Hop;1;2023-02-06;7333
35542;32251;85;318.60616956098875;Rock;0;2023-11-17;3842
30486;1923;31;125.61214454764765;Pop;0;2023-11-12;8996
35628;31977;23;93.77788093109814;Electronic;1;2023-01-21;1661
30272;11992;10;41.807334374227906;Pop;0;2023-08-17;3707
34778;53745;10;43.32325651140417;Rock;0;2023-10-28;5519
34800;22734;16;63.138111835796366;Electroswing;1;2023-04-06;7218
34194;2474;31;128.15952975461056;Hip-Hop;1;2023-06-02;3871
27987;8109;82;310.93385000309337;Shoegaze;0;2023-07-17;8628
34781;28716;26;90.55503540032575;Electronic;0;2023-08-08;5587
29158;32211;31;117.9288864586415;Rock;0;2023-06-26;4352
30757;37318;60;234.25014449127752;Rock;0;2023-11-18;7334
33434;65517;24;106.32287808878817;Pop;0;2023-07-22;8562
29579;33363;63;231.04601263413326;Zeuhl;0;2023-08-06;5592
31977;54605;63;261.3374793890525;Rock;0;2023-09-12;8034
34091;4890;27;104.80573961813971;Electronic;0;2023-11-28;2272
32778;89558;39;159.88177362060023;Electronic;1;2023-01-15;7485
30595;73749;90;360.76150593555826;Pop;0;2023-01-22;2127
33914;31972;13;49.62170299897531;Electronic;0;2023-11-11;5954
32823;50552;41;172.40064283252048;Pop;0;2023-11-24;7188
36258;3202;38;155.41040744868704;Hip-Hop;0;2023-05-16;3248
31877;89883;1;3.997078735959876;Rock;1;2023-11-10;2391
33105;37959;80;324.69998502367855;Folktronica;0;2023-02-10;2521
29488;79252;0;0.0;Witch House;1;2023-07-29;8455
33369;5682;31;112.01624434043592;Rock;1;2023-08-08;658
27483;46871;82;329.8385340501989;Electronic;0;2023-05-30;4261
31198;82257;63;280.0556615081149;Electronic;0;2023-09-18;9634
31504;67204;77;321.01739935565405;Pop;1;2023-09-27;9661
34045;28153;30;121.75892833866834;Electronic;0;2023-07-16;7593
34568;50062;57;232.3939632524374;Rock;0;2023-10-04;3684
36084;57620;81;323.9808027755277;Pop;0;2023-06-08;5676
29618;58236;77;273.49703458833693;Shoegaze;0;2023-09-22;1466
28611;73741;13;49.265923028839666;Hip-Hop;0;2023-09-16;3609
29613;37891;87;346.8945845978323;Rock;1;2023-03-09;133
36365;90074;68;284.5577487653783;Hip-Hop;0;2023-05-06;283
35438;61402;15;65.49221456845096;Hip-Hop;1;2023-04-26;7650
30291;11218;68;257.3635885977655;Electronic;0;2023-11-06;8902
35134;48352;53;218.95859630414404;Space Rock;0;2023-08-23;2327
36413;33742;12;42.64757735834228;Hip-Hop;0;2023-08-23;2253
30676;20655;79;310.7636387787515;Rock;1;2023-05-12;735
32673;61315;78;311.5616712593587;Electronic;0;2023-07-02;4404
27395;1409;30;130.1117227692904;Electroswing;0;2023-08-06;2004
32767;42904;68;260.90028329921654;Pop;0;2023-10-04;4488
36027;84209;20;78.60763788647317;Electronic;1;2023-06-03;857
28679;1219;29;121.75566388465481;Hip-Hop;0;2023-03-14;9197
33704;50573;22;84.77282139276166;Doom Metal;0;2023-08-18;6452
28335;58799;37;144.08387823603982;Hip-Hop;0;2023-06-15;2168
34802;30106;28;103.9278462880771;Doom Metal;0;2023-04-21;7118
28032;69635;76;313.47411960418407;Hip-Hop;0;2023-07-25;7211
33026;65064;31;115.11549061728142;Pop;0;2023-07-03;9515
31445;7620;61;256.83882203418966;Pop;0;2023-10-11;9562
35004;11940;90;337.53250401280775;Electronic;0;2023-10-18;3698
36699;18227;97;373.3077253129964;Hip-Hop;0;2023-06-16;9342
27987;25323;44;165.68278177108732;Rock;0;2023-07-23;3000
30676;58216;48;189.28400829503997;Shoegaze;0;2023-09-30;1550
33017;16879;32;134.89025986453214;Doom Metal;0;2023-03-19;4137
34954;6561;3;11.58088898385871;Chiptune;0;2023-11-04;3912
34153;38279;17;64.66623090367331;Folktronica;1;2023-01-11;3488
30274;36213;69;275.7563430084219;Hip-Hop;0;2023-04-08;8212
32111;94836;63;251.16425807857635;Electronic;0;2023-10-24;2098
34599;73080;27;111.66313813200215;Electroswing;0;2023-07-21;5430
29382;23947;57;213.007616953796;Hip-Hop;0;2023-03-12;393
33225;31741;90;364.28357090073973;Electronic;0;2023-05-22;2769
34198;7254;89;378.06977693927166;Hip-Hop;0;2023-03-15;8598
31435;79312;55;208.83589502085374;Witch House;0;2023-08-26;712
33792;32814;19;76.72417572907325;Hip-Hop;0;2023-09-25;6051
33881;64332;76;288.5406367149592;Rock;0;2023-04-11;4913
32999;27633;91;383.93371091067047;Electronic;0;2023-10-18;5734
36183;48366;33;143.16859810373552;Rock;0;2023-08-14;8544
35296;67594;86;323.5193989355228;Shoegaze;0;2023-04-25;3329
35725;33432;9;36.52488687800142;Space Rock;0;2023-07-03;469
31262;37437;93;378.64303260755867;Rock;0;2023-10-02;3602
35767;18414;21;84.56072165330903;Rock;0;2023-11-11;905
27710;95762;4;15.818910851628441;Pop;0;2023-04-06;7056
36259;38486;43;167.08680175934253;Rock;0;2023-08-24;3116
27814;68233;8;29.495028184608717;Pop;1;2023-07-06;6275
34912;16102;42;166.63687425370549;Electronic;1;2023-08-09;7520
37284;8832;3;12.518489524624172;Pop;0;2023-10-08;2625
30776;84584;41;173.04959847243703;Pop;0;2023-02-12;4387
30714;51898;64;258.2994583745051;Pop;0;2023-06-12;7123
30774;5005;97;368.8228456889178;Rock;0;2023-04-04;8998
35624;88242;40;149.75593846083956;Hip-Hop;1;2023-03-05;583
36058;45925;63;244.2109168205608;Space Rock;0;2023-06-16;3330
28158;21510;54;195.37091716013086;Rock;0;2023-09-06;9648
32953;37171;89;311.09138619294754;Electronic;0;2023-03-14;153
34533;43556;17;63.42662643116334;Space Rock;0;2023-04-11;3696
35205;14663;15;60.93571943319488;Shoegaze;0;2023-08-20;7229
34849;65931;86;315.8180944819868;Pop;0;2023-04-10;2286
34893;47404;45;182.9601510652171;Rock;0;2023-03-14;8629
35332;36366;35;134.2114727219801;Pop;0;2023-07-07;7531
33806;62189;89;377.4095978436145;Hip-Hop;0;2023-06-22;5754
31445;76061;65;252.18923372640342;Hip-Hop;1;2023-06-07;8880
29226;98634;43;168.0276906353702;Hip-Hop;0;2023-10-04;167
33362;26674;4;15.399747565797856;Hip-Hop;0;2023-03-25;5091
27864;63472;28;107.91518997217904;Electronic;0;2023-08-17;588
31939;17157;3;12.052743649143697;Electronic;0;2023-06-15;2380
31995;57288;98;397.6224006033839;Hip-Hop;0;2023-08-22;3367
35569;1646;85;339.2227937216953;Pop;0;2023-08-02;6851
35881;59077;48;179.77779990293598;Rock;0;2023-09-24;2992
27393;94586;71;289.7757975394833;Rock;1;2023-10-23;8618
28572;75352;84;315.6731271215028;Pop;1;2023-08-04;7712
29597;50152;7;26.47698927492756;Rock;0;2023-07-21;8775
28448;67385;51;198.2189571678848;Witch House;0;2023-10-29;1675
34965;99866;68;282.5418250635653;Math Rock;0;2023-10-06;2046
30774;33542;20;75.44550555485876;Chiptune;0;2023-05-01;7822
31435;72848;26;105.91111522560423;Shoegaze;1;2023-04-03;7279
33704;87100;37;128.9930566255716;Doom Metal;0;2023-06-30;5384
34567;80740;4;16.404428059514004;Rock;0;2023-10-17;7158
30776;50956;84;353.55953662906444;Rock;1;2023-08-13;6575
31580;9291;60;247.29294167568113;Rock;0;2023-09-20;6837
35251;58943;7;27.929567920667314;Chiptune;0;2023-08-27;284
34784;82668;85;328.17380148328635;Electronic;0;2023-09-20;1982
36285;30144;17;64.79981869370599;Pop;0;2023-02-08;283
37065;24510;3;11.492256354176746;Post-Metal;0;2023-05-28;5515
29384;87781;3;11.639267093519935;Rock;0;2023-10-02;1576
36775;36742;36;150.7318027055146;Electronic;0;2023-06-02;1615
32891;26899;14;55.66184830544673;Electronic;0;2023-11-10;5677
35185;99920;37;153.80042601009956;Pop;1;2023-07-28;1280
32306;85675;26;119.82491220808024;Electronic;1;2023-11-29;6377
28995;62949;84;363.7647914049943;Hip-Hop;0;2023-06-14;2760
32778;61769;47;187.85362756586824;Electronic;0;2023-10-30;2769
33362;43263;45;174.96161066977118;Hip-Hop;1;2023-06-02;2684
31087;5507;45;187.49951527547617;Chiptune;0;2023-04-13;4519
30829;20606;47;195.8184750077155;Electronic;0;2023-08-21;2027
37008;78591;58;238.23949489843332;Pop;0;2023-01-14;3469
35706;28232;3;12.885106433514512;Electronic;0;2023-08-10;7935
29382;79398;74;282.0226725963845;Hip-Hop;0;2023-05-31;3221
34207;77124;18;73.03096018453923;Pop;0;2023-02-08;2896
30240;13516;56;223.585780837242;Rock;0;2023-11-02;664
29708;87212;18;74.45573203232196;Hip-Hop;0;2023-03-05;3776
30776;38623;90;351.7044816617553;Chiptune;0;2023-02-26;5168
28970;16601;41;167.01981784336203;Rock;0;2023-09-20;5292
33616;27893;91;331.4585816232262;Hip-Hop;0;2023-04-11;5193
27378;83280;4;15.984212389905144;Pop;1;2023-10-03;2036
28772;69311;47;204.0922213086453;Space Rock;0;2023-03-20;6193
33441;21802;24;93.50652823033816;Hip-Hop;1;2023-01-26;3496
27988;37696;66;262.65705324497003;Shoegaze;0;2023-05-25;1880
29909;28854;25;105.34706002073774;Electronic;0;2023-03-29;3665
34054;4430;73;298.87625775619995;Rock;0;2023-08-23;6789
36413;4607;87;318.2201811040958;Electronic;0;2023-07-08;5368
27403;4479;61;242.28684548817537;Hip-Hop;0;2023-01-16;3161
29384;83817;92;375.05293711893205;Rock;0;2023-04-01;4944
31554;40135;6;25.640279765809062;Electronic;1;2023-03-23;4432
34129;69964;43;182.14097878829105;Electronic;1;2023-03-27;8367
29668;70898;86;342.89474648570575;Electronic;0;2023-03-30;4807
27472;25476;26;107.30380929198917;Hip-Hop;0;2023-09-12;6207
27697;66178;41;163.35849528170425;Rock;0;2023-09-25;7070
36070;21731;72;280.75311561898377;Chiptune;0;2023-06-28;2937
